Country Name,Year,Tree Cover Loss (hectares)
Ghana,2007,40172.0
Ghana,2008,37849.0
Ghana,2009,38253.0
Ghana,2010,19500.0
Ghana,2011,36243.0
Ghana,2012,36626.0
Ghana,2013,81228.0
Ghana,2014,120298.0
Ghana,2015,57407.0
Ghana,2016,119245.0
Ghana,2017,115286.0
Ghana,2019,88257.0
Ghana,2020,136599.0
Ghana,2021,101379.0
Greece,2002,5126.0
Greece,2003,2563.0
Greece,2004,6814.0
Greece,2005,4181.0
Greece,2006,7346.0
Greece,2007,46062.0
Greece,2008,21197.0
Greece,2009,6564.0
Greece,2010,7785.0
Greece,2011,6199.0
Greece,2012,13242.0
Greece,2013,5907.0
Greece,2014,3803.0
Greece,2015,3840.0
Greece,2016,6034.0
Greece,2017,8907.0
Greece,2018,7122.0
Greece,2019,7604.0
Greece,2020,5427.0
Greece,2021,49039.0
Grenada,2002,66.0
Grenada,2003,71.0
Grenada,2004,631.0
Grenada,2005,47.0
Grenada,2006,32.0
Grenada,2007,68.0
Grenada,2008,64.0
Grenada,2009,94.0
Grenada,2010,160.0
Grenada,2011,40.0
Grenada,2012,40.0
Grenada,2013,25.0
Grenada,2014,84.0
Grenada,2015,7.0
Grenada,2016,59.0
Grenada,2017,28.0
Grenada,2018,110.0
Grenada,2019,21.0
Grenada,2020,18.0
Grenada,2021,16.0
Guatemala,2002,55601.0
Guatemala,2003,98174.0
Guatemala,2004,56449.0
Guatemala,2005,100829.0
Guatemala,2006,52558.0
Guatemala,2007,126557.0
Guatemala,2008,77173.0
Guatemala,2009,86944.0
Guatemala,2010,59668.0
Guatemala,2011,40587.0
Guatemala,2012,84044.0
Guatemala,2013,55149.0
Guatemala,2014,61831.0
Guatemala,2015,54147.0
Guatemala,2017,79732.0
Guatemala,2018,71161.0
Guatemala,2019,90198.0
Guatemala,2020,98556.0
Guatemala,2021,49896.0
Guinea,2002,28933.0
Guinea,2003,9229.0
Guinea,2004,17158.0
Guinea,2005,14581.0
Guinea,2006,15306.0
Guinea,2007,33821.0
Guinea,2008,21481.0
Guinea,2009,23388.0
Guinea,2010,16046.0
Guinea,2011,27638.0
Guinea,2012,24486.0
Guinea,2013,146184.0
Guinea,2014,132716.0
Guinea-Bissau,2002,6074.0
Guinea-Bissau,2003,1022.0
Guinea-Bissau,2004,3539.0
Guinea-Bissau,2005,3928.0
Guinea-Bissau,2006,2018.0
Guinea-Bissau,2007,6044.0
Guinea-Bissau,2008,3248.0
Guinea-Bissau,2009,7964.0
Guinea-Bissau,2010,4900.0
Guinea-Bissau,2011,4284.0
Guinea-Bissau,2012,3511.0
Guinea-Bissau,2013,20704.0
Guinea-Bissau,2014,12859.0
Guinea-Bissau,2015,12661.0
Guinea-Bissau,2016,16120.0
Guinea-Bissau,2017,16437.0
Guinea-Bissau,2018,14394.0
Guinea-Bissau,2019,15623.0
Guinea-Bissau,2020,17108.0
Guinea-Bissau,2021,13685.0
Guyana,2002,4827.0
Guyana,2003,7419.0
Guyana,2004,4062.0
Guyana,2005,5832.0
Guyana,2006,5934.0
Guyana,2007,5250.0
Guyana,2008,9460.0
Guyana,2009,8267.0
Guyana,2010,10099.0
Guyana,2011,8363.0
Guyana,2012,13112.0
Guyana,2013,7117.0
Guyana,2014,12154.0
Guyana,2015,13084.0
Guyana,2016,26512.0
Guyana,2017,19434.0
Guyana,2018,11761.0
Guyana,2019,22324.0
Guyana,2020,15770.0
Guyana,2021,9537.0
Haiti,2002,2120.0
Haiti,2003,1070.0
Haiti,2004,2383.0
Haiti,2005,2033.0
Haiti,2006,1163.0
Haiti,2007,2077.0
Haiti,2008,2192.0
Haiti,2009,2465.0
Haiti,2010,2084.0
Haiti,2011,2564.0
Haiti,2012,4273.0
Haiti,2013,3181.0
Haiti,2014,3859.0
Haiti,2015,3088.0
Haiti,2016,17267.0
Haiti,2017,5499.0
Haiti,2018,4132.0
Haiti,2019,4395.0
Haiti,2020,3802.0
Haiti,2021,2414.0
Honduras,2002,31528.0
Honduras,2003,33625.0
Honduras,2004,26455.0
Honduras,2005,40472.0
Honduras,2006,41631.0
Honduras,2007,42412.0
Honduras,2008,43299.0
Honduras,2009,51514.0
Honduras,2010,46085.0
Honduras,2011,52572.0
Honduras,2012,32305.0
Honduras,2013,43632.0
Honduras,2014,57482.0
Honduras,2015,50242.0
Honduras,2017,113474.0
Honduras,2018,76254.0
Honduras,2019,81416.0
Honduras,2020,93649.0
Honduras,2021,69498.0
Hungary,2002,7711.0
Hungary,2003,5733.0
Hungary,2004,12009.0
Hungary,2005,10398.0
Hungary,2006,7990.0
Hungary,2007,9361.0
Hungary,2008,8912.0
Hungary,2009,10072.0
Hungary,2010,11255.0
Hungary,2011,8225.0
Hungary,2012,11922.0
Hungary,2013,8952.0
Hungary,2014,15140.0
Hungary,2015,10720.0
Hungary,2016,14021.0
Hungary,2017,14109.0
Hungary,2018,13799.0
Hungary,2019,14398.0
Hungary,2020,12014.0
Hungary,2021,13753.0
India,2002,53005.0
India,2003,47751.0
India,2004,74129.0
India,2005,62505.0
India,2006,67411.0
India,2007,73907.0
India,2008,85953.0
India,2009,79203.0
India,2010,51317.0
India,2011,88460.0
India,2012,95069.0
India,2013,80866.0
India,2014,139138.0
India,2015,116308.0
India,2018,132233.0
India,2019,121154.0
India,2020,137716.0
India,2021,132748.0
"Iran, Islamic Rep.",2002,558.0
"Iran, Islamic Rep.",2003,327.0
"Iran, Islamic Rep.",2004,276.0
"Iran, Islamic Rep.",2005,173.0
"Iran, Islamic Rep.",2006,141.0
"Iran, Islamic Rep.",2007,131.0
"Iran, Islamic Rep.",2008,374.0
"Iran, Islamic Rep.",2009,191.0
"Iran, Islamic Rep.",2010,196.0
"Iran, Islamic Rep.",2011,239.0
"Iran, Islamic Rep.",2012,407.0
"Iran, Islamic Rep.",2013,72.0
"Iran, Islamic Rep.",2014,78.0
"Iran, Islamic Rep.",2016,2.0
"Iran, Islamic Rep.",2017,110.0
"Iran, Islamic Rep.",2018,68.0
"Iran, Islamic Rep.",2019,144.0
"Iran, Islamic Rep.",2020,20.0
"Iran, Islamic Rep.",2021,21.0
Iraq,2002,11.0
Iraq,2003,20.0
Iraq,2004,4.0
Iraq,2005,5.0
Iraq,2006,6.0
Iraq,2007,10.0
Iraq,2008,18.0
Iraq,2009,16.0
Iraq,2010,13.0
Iraq,2011,3.0
Iraq,2012,9.0
Iraq,2013,3.0
Iraq,2014,1.0
Iraq,2017,1.0
Ireland,2002,5298.0
Ireland,2003,2263.0
Ireland,2004,6866.0
Ireland,2005,8094.0
Ireland,2006,5248.0
Ireland,2007,11682.0
Ireland,2008,6924.0
Ireland,2009,7231.0
Ireland,2010,3855.0
Ireland,2011,3109.0
Ireland,2012,5826.0
Ireland,2013,4773.0
Ireland,2014,5718.0
Ireland,2015,4484.0
Ireland,2016,9388.0
Ireland,2017,6129.0
Ireland,2018,8380.0
Ireland,2019,10370.0
Ireland,2020,6207.0
Ireland,2021,8780.0
Israel,2002,112.0
Israel,2003,30.0
Israel,2004,68.0
Israel,2005,137.0
Israel,2006,132.0
Israel,2007,48.0
Israel,2008,65.0
Israel,2009,93.0
Israel,2010,89.0
Israel,2011,1065.0
Israel,2012,49.0
Israel,2013,46.0
Israel,2014,122.0
Israel,2015,51.0
Israel,2016,65.0
Israel,2017,100.0
Israel,2018,40.0
Israel,2019,54.0
Israel,2020,46.0
Israel,2021,29.0
Italy,2002,10931.0
Italy,2003,3613.0
Italy,2004,17225.0
Italy,2005,10896.0
Italy,2006,8902.0
Italy,2007,11590.0
Italy,2008,15154.0
Italy,2009,14793.0
Italy,2010,15806.0
Italy,2011,11451.0
Italy,2012,21489.0
Italy,2013,15525.0
Italy,2014,19833.0
Italy,2015,14124.0
Italy,2016,24722.0
Italy,2017,34095.0
Italy,2018,38844.0
Italy,2019,59705.0
Italy,2020,28246.0
Italy,2021,28264.0
Jamaica,2002,1648.0
Jamaica,2003,1029.0
Jamaica,2004,3901.0
Jamaica,2005,7598.0
Jamaica,2006,2798.0
Jamaica,2007,1270.0
Jamaica,2008,2027.0
Jamaica,2009,3538.0
Jamaica,2010,2365.0
Jamaica,2011,2385.0
Jamaica,2012,2604.0
Jamaica,2013,1328.0
Jamaica,2014,2838.0
Jamaica,2015,2903.0
Jamaica,2016,1991.0
Jamaica,2017,2200.0
Jamaica,2018,2233.0
Jamaica,2019,2292.0
Jamaica,2020,2170.0
Jamaica,2021,1485.0
Japan,2002,26145.0
Japan,2003,19744.0
Japan,2004,37308.0
Japan,2005,36374.0
Japan,2006,38958.0
Japan,2007,45581.0
Japan,2008,40831.0
Japan,2009,40890.0
Japan,2010,35739.0
Japan,2011,35949.0
Japan,2012,45667.0
Japan,2013,23231.0
Japan,2014,28173.0
Japan,2015,31142.0
Japan,2016,54988.0
Japan,2017,47604.0
Japan,2018,50502.0
Japan,2019,51375.0
Japan,2020,48053.0
Japan,2021,48452.0
Jordan,2004,2.0
Jordan,2006,1.0
Jordan,2014,1.0
Jordan,2017,1.0
Jordan,2019,1.0
Kazakhstan,2002,2952.0
Kazakhstan,2003,3352.0
Kazakhstan,2004,5513.0
Kazakhstan,2005,3167.0
Kazakhstan,2006,3142.0
Kazakhstan,2007,4605.0
Kazakhstan,2008,4549.0
Kazakhstan,2009,6433.0
Kazakhstan,2010,3109.0
Kazakhstan,2011,4852.0
Kazakhstan,2012,3742.0
Kazakhstan,2013,2864.0
Kazakhstan,2014,596.0
Kazakhstan,2015,181.0
Kazakhstan,2016,1289.0
Kazakhstan,2017,975.0
Kazakhstan,2018,1139.0
Kazakhstan,2019,1282.0
Kazakhstan,2020,1853.0
Kazakhstan,2021,718.0
Kenya,2002,20288.0
Kenya,2003,13553.0
Kenya,2004,16988.0
Kenya,2005,12745.0
Kenya,2006,20656.0
Kenya,2007,26103.0
Kenya,2008,19224.0
Kenya,2009,17696.0
Kenya,2010,22693.0
Kenya,2011,17300.0
Kenya,2012,17899.0
Kenya,2013,13564.0
Kenya,2014,15357.0
Kenya,2015,15616.0
Kenya,2016,19048.0
Kenya,2017,22163.0
Kenya,2018,15908.0
Kenya,2019,15950.0
Kenya,2020,19045.0
Kenya,2021,7564.0
"Korea, Dem. People's Rep.",2002,5358.0
"Korea, Dem. People's Rep.",2003,7349.0
"Korea, Dem. People's Rep.",2004,11359.0
"Korea, Dem. People's Rep.",2005,16529.0
"Korea, Dem. People's Rep.",2006,12580.0
"Korea, Dem. People's Rep.",2007,13289.0
"Korea, Dem. People's Rep.",2008,18783.0
"Korea, Dem. People's Rep.",2009,13114.0
"Korea, Dem. People's Rep.",2010,19021.0
"Korea, Dem. People's Rep.",2011,5431.0
"Korea, Dem. People's Rep.",2012,16682.0
"Korea, Dem. People's Rep.",2013,5031.0
"Korea, Dem. People's Rep.",2014,10943.0
"Korea, Dem. People's Rep.",2015,10853.0
"Korea, Dem. People's Rep.",2016,11509.0
"Korea, Dem. People's Rep.",2017,8523.0
"Korea, Dem. People's Rep.",2018,7692.0
"Korea, Dem. People's Rep.",2019,27492.0
"Korea, Dem. People's Rep.",2020,14776.0
"Korea, Dem. People's Rep.",2021,13743.0
"Korea, Rep.",2002,4705.0
"Korea, Rep.",2003,3611.0
"Korea, Rep.",2004,11406.0
"Korea, Rep.",2005,8922.0
"Korea, Rep.",2006,10148.0
"Korea, Rep.",2007,8096.0
"Korea, Rep.",2008,14022.0
"Korea, Rep.",2009,16416.0
"Korea, Rep.",2010,14425.0
"Korea, Rep.",2011,11710.0
"Korea, Rep.",2012,15941.0
"Korea, Rep.",2013,9470.0
"Korea, Rep.",2014,13426.0
"Korea, Rep.",2015,17341.0
"Korea, Rep.",2016,22538.0
"Korea, Rep.",2017,20759.0
"Korea, Rep.",2018,21850.0
"Korea, Rep.",2019,20732.0
"Korea, Rep.",2020,20123.0
"Korea, Rep.",2021,17344.0
Kyrgyz Republic,2002,305.0
Kyrgyz Republic,2003,111.0
Kyrgyz Republic,2004,192.0
Kyrgyz Republic,2005,82.0
Kyrgyz Republic,2006,111.0
Kyrgyz Republic,2007,107.0
Kyrgyz Republic,2008,107.0
Kyrgyz Republic,2009,201.0
Kyrgyz Republic,2010,261.0
Kyrgyz Republic,2011,112.0
Kyrgyz Republic,2012,85.0
Kyrgyz Republic,2013,27.0
Kyrgyz Republic,2014,14.0
Kyrgyz Republic,2016,12.0
Kyrgyz Republic,2017,56.0
Kyrgyz Republic,2018,17.0
Kyrgyz Republic,2019,16.0
Kyrgyz Republic,2020,12.0
Kyrgyz Republic,2021,18.0
Lao PDR,2002,55937.0
Lao PDR,2003,87074.0
Lao PDR,2004,64248.0
Lao PDR,2005,68327.0
Lao PDR,2006,122678.0
Lao PDR,2007,132995.0
Lao PDR,2008,80592.0
Lao PDR,2009,145564.0
Lao PDR,2011,130933.0
Lao PDR,2012,147537.0
Latvia,2002,29176.0
Latvia,2003,21321.0
Latvia,2004,30639.0
Latvia,2005,40712.0
Latvia,2006,38894.0
Latvia,2007,36129.0
Latvia,2008,29308.0
Latvia,2009,34916.0
Latvia,2010,48507.0
Latvia,2011,44738.0
Latvia,2012,34285.0
Latvia,2013,27766.0
Latvia,2014,32203.0
Latvia,2015,30830.0
Latvia,2016,44945.0
Latvia,2017,47085.0
Latvia,2018,46923.0
Latvia,2019,57403.0
Latvia,2020,50463.0
Latvia,2021,48422.0
Lebanon,2002,81.0
Lebanon,2003,84.0
Lebanon,2004,109.0
Lebanon,2005,300.0
Lebanon,2006,149.0
Lebanon,2007,273.0
Lebanon,2008,394.0
Lebanon,2009,340.0
Lebanon,2010,115.0
Lebanon,2011,139.0
Lebanon,2012,170.0
Lebanon,2013,160.0
Lebanon,2014,160.0
Lebanon,2015,174.0
Lebanon,2016,266.0
Lebanon,2017,288.0
Lebanon,2018,256.0
Lebanon,2019,390.0
Lebanon,2020,473.0
Lebanon,2021,673.0
Lesotho,2002,3.0
Lesotho,2003,2.0
Lesotho,2004,4.0
Lesotho,2005,2.0
Lesotho,2006,2.0
Lesotho,2007,3.0
Lesotho,2008,6.0
Lesotho,2009,4.0
Lesotho,2010,4.0
Lesotho,2011,3.0
Lesotho,2012,3.0
Lesotho,2013,7.0
Lesotho,2014,12.0
Lesotho,2015,1.0
Lesotho,2016,15.0
Lesotho,2017,8.0
Lesotho,2018,8.0
Lesotho,2019,10.0
Lesotho,2020,16.0
Lesotho,2021,17.0
Liberia,2002,56984.0
Liberia,2003,21605.0
Liberia,2004,6234.0
Liberia,2005,11324.0
Liberia,2006,36221.0
Liberia,2007,44282.0
Liberia,2008,36172.0
Liberia,2009,75136.0
Liberia,2010,20358.0
Liberia,2011,34444.0
Liberia,2012,72114.0
Liberia,2021,129838.0
Libya,2002,40.0
Libya,2003,25.0
Libya,2004,10.0
Libya,2005,22.0
Libya,2006,16.0
Libya,2007,4.0
Libya,2008,6.0
Libya,2009,6.0
Libya,2010,9.0
Libya,2011,9.0
Libya,2012,5.0
Libya,2013,81.0
Libya,2014,4.0
Libya,2016,1.0
Libya,2017,10.0
Libya,2018,3.0
Libya,2019,2.0
Libya,2020,1.0
Libya,2021,1.0
Liechtenstein,2004,9.0
Liechtenstein,2005,6.0
Liechtenstein,2006,12.0
Liechtenstein,2007,8.0
Liechtenstein,2008,9.0
Liechtenstein,2009,5.0
Liechtenstein,2010,3.0
Liechtenstein,2011,2.0
Liechtenstein,2012,4.0
Liechtenstein,2013,2.0
Liechtenstein,2014,3.0
Liechtenstein,2015,1.0
Liechtenstein,2016,5.0
Liechtenstein,2017,4.0
Liechtenstein,2018,7.0
Liechtenstein,2019,12.0
Liechtenstein,2020,3.0
Liechtenstein,2021,1.0
Lithuania,2002,10345.0
Lithuania,2003,8916.0
Lithuania,2004,13101.0
Lithuania,2005,20385.0
Lithuania,2006,17450.0
Lithuania,2007,16037.0
Lithuania,2008,15203.0
Lithuania,2009,14408.0
Lithuania,2010,21667.0
Lithuania,2011,21735.0
Lithuania,2012,17603.0
Lithuania,2013,13923.0
Lithuania,2014,15972.0
Lithuania,2015,15794.0
Lithuania,2016,25532.0
Lithuania,2017,25804.0
Lithuania,2018,19750.0
Lithuania,2019,24565.0
Lithuania,2020,22970.0
Lithuania,2021,22634.0
Luxembourg,2002,90.0
Luxembourg,2003,103.0
Luxembourg,2004,311.0
Luxembourg,2005,68.0
Luxembourg,2006,366.0
Luxembourg,2007,502.0
Luxembourg,2008,984.0
Luxembourg,2009,216.0
Luxembourg,2010,880.0
Luxembourg,2011,448.0
Luxembourg,2012,444.0
Luxembourg,2013,348.0
Luxembourg,2014,430.0
Luxembourg,2015,327.0
Luxembourg,2016,521.0
Luxembourg,2017,413.0
Luxembourg,2018,458.0
Luxembourg,2019,509.0
Luxembourg,2020,655.0
Luxembourg,2021,1055.0
Madagascar,2002,89318.0
Madagascar,2003,84248.0
Madagascar,2004,81845.0
Madagascar,2005,93628.0
Madagascar,2006,71034.0
Madagascar,2008,123502.0
Madagascar,2009,136537.0
Madagascar,2010,107219.0
Madagascar,2012,128468.0
Malawi,2002,4190.0
Malawi,2003,7113.0
Malawi,2004,5712.0
Malawi,2005,9445.0
Malawi,2006,5563.0
Malawi,2007,7494.0
Malawi,2008,9724.0
Malawi,2009,4030.0
Malawi,2010,3982.0
Malawi,2011,8216.0
Malawi,2012,12173.0
Malawi,2013,10562.0
Malawi,2014,18587.0
Malawi,2015,10785.0
Malawi,2016,13509.0
Malawi,2017,15308.0
Malawi,2018,15487.0
Malawi,2019,12134.0
Malawi,2020,16068.0
Malawi,2021,16564.0
Maldives,2002,5.0
Maldives,2003,2.0
Maldives,2004,2.0
Maldives,2005,4.0
Maldives,2006,4.0
Maldives,2007,6.0
Maldives,2008,7.0
Maldives,2009,5.0
Maldives,2010,3.0
Maldives,2011,11.0
Maldives,2012,2.0
Maldives,2013,4.0
Maldives,2014,3.0
Mali,2002,175.0
Mali,2003,34.0
Mali,2004,153.0
Mali,2005,83.0
Mali,2006,104.0
Mali,2007,125.0
Mali,2008,106.0
Mali,2009,158.0
Mali,2010,54.0
Mali,2011,166.0
Mali,2012,79.0
Mali,2013,410.0
Mali,2014,270.0
Mali,2015,204.0
Mali,2016,205.0
Mali,2017,332.0
Mali,2018,299.0
Mali,2019,211.0
Mali,2020,149.0
Mali,2021,130.0
Malta,2002,2.0
Malta,2004,3.0
Malta,2006,1.0
Malta,2007,1.0
Malta,2008,1.0
Malta,2009,2.0
Malta,2010,1.0
Malta,2011,1.0
Mauritania,2003,1.0
Mauritius,2002,154.0
Mauritius,2003,120.0
Mauritius,2004,329.0
Mauritius,2005,174.0
Mauritius,2006,142.0
Mauritius,2007,132.0
Mauritius,2008,189.0
Mauritius,2009,242.0
Mauritius,2010,23.0
Mauritius,2011,487.0
Mauritius,2012,152.0
Mauritius,2013,219.0
Mauritius,2014,532.0
"Micronesia, Fed. Sts.",2010,77.0
Moldova,2002,230.0
Moldova,2003,101.0
Moldova,2004,264.0
Moldova,2005,110.0
Moldova,2006,173.0
Moldova,2007,236.0
Moldova,2008,135.0
Moldova,2009,188.0
Moldova,2010,177.0
Moldova,2011,187.0
Moldova,2012,1772.0
Moldova,2013,167.0
Moldova,2014,363.0
Moldova,2015,496.0
Moldova,2016,833.0
Moldova,2017,1092.0
Moldova,2018,862.0
Moldova,2019,817.0
Moldova,2020,1414.0
Moldova,2021,1131.0
Mongolia,2002,18728.0
Mongolia,2003,38434.0
Mongolia,2004,53303.0
Mongolia,2005,7467.0
Mongolia,2006,13249.0
Mongolia,2007,48082.0
Mongolia,2008,56001.0
Mongolia,2009,81793.0
Mongolia,2010,8764.0
Mongolia,2011,3551.0
Mongolia,2012,34640.0
Mongolia,2013,629.0
Mongolia,2014,523.0
Mongolia,2015,7145.0
Mongolia,2016,4142.0
Mongolia,2017,25238.0
Mongolia,2018,9225.0
Mongolia,2019,2815.0
Mongolia,2020,465.0
Mongolia,2021,187.0
Montenegro,2002,180.0
Montenegro,2003,204.0
Montenegro,2004,915.0
Montenegro,2005,172.0
Montenegro,2006,176.0
Montenegro,2007,1051.0
Montenegro,2008,1429.0
Montenegro,2009,565.0
Montenegro,2010,211.0
Montenegro,2011,494.0
Montenegro,2012,1259.0
Montenegro,2013,2401.0
Montenegro,2014,1438.0
Montenegro,2015,181.0
Montenegro,2016,1120.0
Montenegro,2017,1269.0
Montenegro,2018,1652.0
Montenegro,2019,647.0
Montenegro,2020,983.0
Montenegro,2021,508.0
Morocco,2002,3924.0
Morocco,2003,2043.0
Morocco,2004,1441.0
Morocco,2005,1526.0
Morocco,2006,2222.0
Morocco,2007,2513.0
Morocco,2008,3409.0
Morocco,2009,1197.0
Morocco,2010,988.0
Morocco,2011,3392.0
Morocco,2012,1690.0
Morocco,2013,836.0
Morocco,2014,1682.0
Morocco,2015,952.0
Morocco,2016,2041.0
Morocco,2017,2367.0
Morocco,2018,2078.0
Morocco,2019,1250.0
Morocco,2020,3621.0
Morocco,2021,1538.0
Mozambique,2002,106658.0
Mozambique,2003,79644.0
Mozambique,2004,107726.0
Mozambique,2007,138493.0
Mozambique,2012,139946.0
Myanmar,2002,66120.0
Myanmar,2003,77224.0
Myanmar,2004,102186.0
Myanmar,2005,91847.0
Myanmar,2006,127464.0
Myanmar,2007,146598.0
Myanmar,2008,119216.0
Myanmar,2011,135716.0
Namibia,2002,108.0
Namibia,2003,209.0
Namibia,2004,61.0
Namibia,2005,64.0
Namibia,2006,17.0
Namibia,2007,80.0
Namibia,2008,34.0
Namibia,2009,85.0
Namibia,2010,27.0
Namibia,2011,71.0
Namibia,2012,26.0
Namibia,2013,2.0
Namibia,2014,4.0
Namibia,2016,1.0
Namibia,2017,2.0
Namibia,2018,8.0
Namibia,2019,2.0
Namibia,2020,1.0
Namibia,2021,4.0
Nepal,2002,2129.0
Nepal,2003,2292.0
Nepal,2004,2480.0
Nepal,2005,2758.0
Nepal,2006,3255.0
Nepal,2007,3466.0
Nepal,2008,2992.0
Nepal,2009,5524.0
Nepal,2010,2348.0
Nepal,2011,2816.0
Nepal,2012,5045.0
Nepal,2013,835.0
Nepal,2014,1162.0
Nepal,2015,579.0
Nepal,2016,999.0
Nepal,2017,2394.0
Nepal,2018,1672.0
Nepal,2019,2087.0
Nepal,2020,2233.0
Nepal,2021,2753.0
Netherlands,2002,825.0
Netherlands,2003,310.0
Netherlands,2004,1297.0
Netherlands,2005,1472.0
Netherlands,2006,1482.0
Netherlands,2007,1646.0
Netherlands,2008,1151.0
Netherlands,2009,1559.0
Netherlands,2010,3403.0
Netherlands,2011,1155.0
Netherlands,2012,947.0
Netherlands,2013,514.0
Netherlands,2014,875.0
Netherlands,2015,894.0
Netherlands,2016,1407.0
Netherlands,2017,1333.0
Netherlands,2018,1271.0
Netherlands,2019,2481.0
Netherlands,2020,1922.0
Netherlands,2021,2457.0
New Zealand,2002,63228.0
New Zealand,2003,44798.0
New Zealand,2004,60681.0
New Zealand,2005,52519.0
New Zealand,2006,61672.0
New Zealand,2007,62643.0
New Zealand,2008,61372.0
New Zealand,2009,59613.0
New Zealand,2010,56122.0
New Zealand,2011,59943.0
New Zealand,2012,69499.0
New Zealand,2013,77542.0
New Zealand,2014,79410.0
New Zealand,2015,64003.0
New Zealand,2016,80359.0
New Zealand,2017,74884.0
New Zealand,2018,79228.0
New Zealand,2019,71431.0
New Zealand,2020,60925.0
New Zealand,2021,66243.0
Nicaragua,2002,54194.0
Nicaragua,2003,46964.0
Nicaragua,2004,21065.0
Nicaragua,2005,95150.0
Nicaragua,2006,38875.0
Nicaragua,2007,88500.0
Nicaragua,2008,53814.0
Nicaragua,2009,83097.0
Nicaragua,2011,43290.0
Nicaragua,2012,33723.0
Nicaragua,2013,44038.0
Nicaragua,2014,75563.0
Nicaragua,2015,35524.0
Nicaragua,2016,142444.0
Nicaragua,2018,71375.0
Nicaragua,2019,77848.0
Nicaragua,2020,111303.0
Nicaragua,2021,91851.0
Niger,2002,1.0
Nigeria,2002,32347.0
Nigeria,2003,13381.0
Nigeria,2004,14644.0
Nigeria,2005,13280.0
Nigeria,2006,26168.0
Nigeria,2007,24573.0
Nigeria,2008,27471.0
Nigeria,2009,25290.0
Nigeria,2010,32782.0
Nigeria,2011,53891.0
Nigeria,2012,34971.0
Nigeria,2013,43435.0
Nigeria,2014,68637.0
Nigeria,2015,40928.0
Nigeria,2016,72189.0
Nigeria,2018,119822.0
Nigeria,2019,86895.0
Nigeria,2020,99200.0
Nigeria,2021,97193.0
North Macedonia,2002,890.0
North Macedonia,2003,895.0
North Macedonia,2004,2200.0
North Macedonia,2005,1307.0
North Macedonia,2006,2042.0
North Macedonia,2007,3862.0
North Macedonia,2008,3960.0
North Macedonia,2009,4301.0
North Macedonia,2010,2223.0
North Macedonia,2011,2157.0
North Macedonia,2012,2939.0
North Macedonia,2013,1149.0
North Macedonia,2014,1816.0
North Macedonia,2015,784.0
North Macedonia,2016,1496.0
North Macedonia,2017,1145.0
North Macedonia,2018,1543.0
North Macedonia,2019,1790.0
North Macedonia,2020,1856.0
North Macedonia,2021,2304.0
Norway,2002,26636.0
Norway,2003,14817.0
Norway,2004,33742.0
Norway,2005,24919.0
Norway,2006,40649.0
Norway,2007,31841.0
Norway,2008,33815.0
Norway,2009,23317.0
Norway,2010,40129.0
Norway,2011,32769.0
Norway,2012,29947.0
Norway,2013,33069.0
Norway,2014,39149.0
Norway,2015,36639.0
Norway,2016,60082.0
Norway,2017,57917.0
Norway,2018,59220.0
Norway,2019,64784.0
Norway,2020,68363.0
Norway,2021,63937.0
Pakistan,2002,325.0
Pakistan,2003,642.0
Pakistan,2004,1168.0
Pakistan,2005,948.0
Pakistan,2006,1345.0
Pakistan,2007,1123.0
Pakistan,2008,1054.0
Pakistan,2009,921.0
Pakistan,2010,720.0
Pakistan,2011,463.0
Pakistan,2012,239.0
Pakistan,2013,60.0
Pakistan,2014,39.0
Pakistan,2015,2.0
Pakistan,2017,190.0
Pakistan,2018,76.0
Pakistan,2019,81.0
Pakistan,2020,69.0
Pakistan,2021,63.0
Palau,2002,75.0
Palau,2003,18.0
Palau,2004,30.0
Palau,2005,43.0
Palau,2006,35.0
Palau,2007,91.0
Palau,2008,65.0
Palau,2009,30.0
Palau,2010,33.0
Palau,2011,31.0
Palau,2012,28.0
Palau,2013,21.0
Palau,2014,94.0
Palau,2018,4.0
Palau,2019,9.0
Palau,2020,16.0
Palau,2021,3.0
Panama,2002,19200.0
Panama,2003,11283.0
Panama,2004,16836.0
Panama,2005,12349.0
Panama,2006,34323.0
Panama,2007,20645.0
Panama,2008,39945.0
Panama,2009,36947.0
Panama,2010,15403.0
Panama,2011,23104.0
Panama,2012,17044.0
Panama,2013,14041.0
Panama,2014,14035.0
Panama,2015,10554.0
Panama,2016,17317.0
Panama,2017,30879.0
Panama,2018,27961.0
Panama,2019,33994.0
Panama,2020,27314.0
Panama,2021,24390.0
Papua New Guinea,2002,54576.0
Papua New Guinea,2003,31806.0
Papua New Guinea,2004,58329.0
Papua New Guinea,2005,39021.0
Papua New Guinea,2006,56388.0
Papua New Guinea,2007,49173.0
Papua New Guinea,2008,71045.0
Papua New Guinea,2009,49210.0
Papua New Guinea,2010,68761.0
Papua New Guinea,2011,53046.0
Papua New Guinea,2012,73333.0
Papua New Guinea,2013,56668.0
Papua New Guinea,2014,105664.0
Papua New Guinea,2017,117509.0
Papua New Guinea,2018,117935.0
Papua New Guinea,2019,95135.0
Papua New Guinea,2020,78440.0
Papua New Guinea,2021,76613.0
Paraguay,2006,148256.0
Peru,2002,80452.0
Peru,2003,73869.0
Peru,2004,101320.0
Peru,2006,88916.0
Peru,2007,115743.0
Peru,2008,126614.0
Peru,2010,142324.0
Peru,2011,125265.0
Philippines,2002,32309.0
Philippines,2003,35154.0
Philippines,2004,48579.0
Philippines,2005,49782.0
